version,UnitsRes,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AssessLand,AssessTot,ExemptLand,ExemptTot,FIRM07_FLAG,PFIRM15_FLAG,LotAreaXBuiltFAR,LotAreaXResidFAR,LotAreaXCommFAR,LotAreaXFacilFAR
18v2,3657886.0,6490679931.9148,5585354453.0,1754054965.0,3422466874.0,624337363.0,272690080.0,117661070.0,94168905.0,113931134.0,510341337.0,104945519795.0,418165823175.0,49646215250.0,159576297704.0,34684.0,65692.0,5497067222.3602915,6419535901.679577,2563992095.5449,11835641601.800182
