unitsres%,firm07_flag%,commfar%,pfirm15_flag%,facilfar%,numfloors%,builtfar%,yearalter2%,unitstotal%,spdist1%,cd%,easements%,lotarea%,bldgfront%,edesignum%,resarea%,version%,assesstot%,lot%,otherarea%,zmcode%,bldgarea%,appdate%,zipcode%,lotdepth%,borocode%,zonedist1%,sanitdistrict%,assessland%,appbbl%,officearea%,ext%,overlay2%,sanitboro%,splitzone%,schooldist%,condono%,bbl%,healtharea%,spdist2%,proxcode%,bsmtcode%,block%,ct2010%,zonedist2%,histdist%,numbldgs%,taxmap%,zonedist4%,exempttot%,yearbuilt%,borough%,irrlotcode%,bldgclass%,tract2010%,yearalter1%,overlay1%,ltdheight%,bldgdepth%,zonemap%,lotfront%,address%,firecomp%,residfar%,council%,strgearea%,zonedist3%,comarea%,garagearea%,ycoord%,landuse%,retailarea%,policeprct%,sanitsub%,ownername%,plutomapid%,areasource%,factryarea%,ownertype%,healthcenterdistrict%,spdist3%,sanborn%,lottype%,landmark%,cb2010%,exemptland%,xcoord%
0.005453739973885469,0.0003928837903376236,0.002667412796120127,0.00043368774482372693,0.006789778026487596,0.006368914381645215,0.019212833426599515,0.09784321954859168,0.009281150904681963,0.008994357396008207,0.0007309736989367656,0.007330721880246222,0.0044907666480134304,0.004838183174780825,0.00018186905428091774,0.010906314120499907,1.0,0.009061975377728036,0.0,0.0061660604364857305,0.0007403003171050178,0.01475704159671703,0.052549664241745946,0.019436672262637567,0.004848675620220108,0.0,0.008908086177951875,0.007418158925573587,0.008075685506435367,0.0030428091773922776,0.006591587390412237,0.0014176459615743331,0.00018536653609401232,0.014323353851893303,0.19482839022570417,0.004664474911397127,3.497481813094572e-06,0.0,0.004184154075732139,7.577877261704905e-05,0.0045047565752658085,0.052389945905614625,0.0,0.023374836784182056,0.022119240813281104,0.011158132811042715,0.008294861033389294,0.001432801716097743,2.6814027233725052e-05,0.11749790151091215,0.004524575638873344,0.0,0.0013943294161537026,0.019872691662003356,0.018259186718895728,0.003677019212833427,0.007506761798171983,0.0001165827271031524,0.005340654728595412,0.0020903282969595223,0.0036198936765528818,0.02540570789031897,0.004410324566312255,0.007182661816825219,0.0034543462040664053,0.005770844991606044,0.0003812255176273083,0.00813864017907107,0.00595970900951315,0.037142091027793325,0.027191755269539264,0.007050923335198657,0.0037154915127774668,0.027705885096064167,0.05553651371012871,0.0010504103711994031,0.03966260958776348,0.005782503264316359,0.10330745196791644,0.0033925573587017346,1.1658272710315239e-06,0.001682288752098489,0.0012486010072747622,0.0017720574519679165,0.02384583100167879,0.08084196045513897,0.0369415687371759
