version,UnitsRes,LotArea,BldgArea,ComArea,ResArea,OfficeArea,RetailArea,GarageArea,StrgeArea,FactryArea,OtherArea,AssessLand,AssessTot,ExemptLand,ExemptTot,FIRM07_FLAG,PFIRM15_FLAG,LotAreaXBuiltFAR,LotAreaXResidFAR,LotAreaXCommFAR,LotAreaXFacilFAR
18V1,3555871.0,6815805618.0,5484764761.0,1816284054.0,3470204025.0,652968426.0,276388698.0,122406091.0,102263027.0,116348116.0,524094223.0,97799178902.0,395591819541.0,44142267420.0,142207700881.0,34562.0,65618.0,5448441341.4599905,6733103880.3698435,2865010913.100005,12194438520.580168
