borough%,block%,lot%,cd%,ct2010%,cb2010%,schooldist%,council%,zipcode%,firecomp%,policeprct%,healthcenterdistrict%,healtharea%,sanitboro%,sanitdistrict%,sanitsub%,address%,zonedist1%,zonedist2%,zonedist3%,zonedist4%,overlay1%,overlay2%,spdist1%,spdist2%,spdist3%,ltdheight%,splitzone%,bldgclass%,landuse%,easements%,ownertype%,ownername%,lotarea%,bldgarea%,comarea%,resarea%,officearea%,retailarea%,garagearea%,strgearea%,factryarea%,otherarea%,areasource%,numbldgs%,numfloors%,unitsres%,unitstotal%,lotfront%,lotdepth%,bldgfront%,bldgdepth%,ext%,proxcode%,irrlotcode%,lottype%,bsmtcode%,assessland%,assesstot%,exemptland%,exempttot%,yearbuilt%,yearalter1%,yearalter2%,histdist%,landmark%,builtfar%,residfar%,commfar%,facilfar%,borocode%,bbl%,condono%,tract2010%,xcoord%,ycoord%,zonemap%,zmcode%,sanborn%,taxmap%,edesignum%,appbbl%,appdate%,plutomapid%,firm07_flag%,pfirm15_flag%,version%
0.0,0.0,0.0,0.001155123397717961,0.0077303515375030454,0.02387293875747887,0.0907721842555865,0.0034653701931538832,0.019441274622137107,0.0044223392239575625,0.003726467711911525,0.0034035926552335484,0.004193878895044626,0.014333554411440734,0.5688662189932127,0.027706642950308714,0.02487070427558843,0.00840990445462673,0.021940350873103108,0.0003741620692910853,2.6809120229579317e-05,0.007507719278205234,0.00018300138591495447,0.008915780897219661,7.226806322756163e-05,1.1656139230251877e-06,8.392420245781351e-05,0.020735106076695067,0.0070985887912233935,0.9549035629320786,0.007723357853964894,0.10325241252941718,0.053411926794783175,0.0022368131182853353,0.00782593187919111,0.058746941720469466,0.06048953453539212,0.057724698309976376,0.058082541784345104,0.05716636924084731,0.05703698609539151,0.05706262960169806,0.05735403308245436,0.038453603320600944,0.008768913542918488,0.004913062685551166,0.003358133712235566,0.006504125690480547,0.002228653820824159,0.003240406706010022,0.0034164144083868252,0.003917628395287656,0.0009523065751115784,0.004392033261958908,0.00037882452498318604,0.0010968427015667017,0.05224398164391194,0.004067992591357906,0.005076248634774692,0.07844931386136421,0.11515915875311948,0.0030585709340180925,0.0037754234966785832,0.0020153464729105496,0.011170078224350375,0.0003321999680621785,0.01713685589631631,0.006984358626766925,0.002901213054409692,0.006637005677705419,0.0,0.0,0.000397474347751589,0.8885544872056388,0.036887018208055095,0.03708400696104635,0.0018346763148416455,0.0007459929107361202,0.004223019243120255,0.0013427872393250162,0.0001818357719919293,0.0026669246558816296,0.0802723340369756,0.000888197809345193,0.00042195224013511797,0.00047207363882520106,1.0
