borough%,block%,lot%,cd%,ct2010%,cb2010%,schooldist%,council%,zipcode%,firecomp%,policeprct%,healthcenterdistrict%,healtharea%,sanitboro%,sanitdistrict%,sanitsub%,address%,zonedist1%,zonedist2%,zonedist3%,zonedist4%,overlay1%,overlay2%,spdist1%,spdist2%,spdist3%,ltdheight%,splitzone%,bldgclass%,landuse%,easements%,ownertype%,ownername%,lotarea%,bldgarea%,comarea%,resarea%,officearea%,retailarea%,garagearea%,strgearea%,factryarea%,otherarea%,areasource%,numbldgs%,numfloors%,unitsres%,unitstotal%,lotfront%,lotdepth%,bldgfront%,bldgdepth%,ext%,proxcode%,irrlotcode%,lottype%,bsmtcode%,assessland%,assesstot%,exemptland%,exempttot%,yearbuilt%,yearalter1%,yearalter2%,histdist%,landmark%,builtfar%,residfar%,commfar%,facilfar%,borocode%,bbl%,condono%,tract2010%,xcoord%,ycoord%,zonemap%,zmcode%,sanborn%,taxmap%,edesignum%,appbbl%,appdate%,plutomapid%,firm07_flag%,pfirm15_flag%,version%
0.0,0.0,0.0,0.000742084432717678,0.005606860158311346,0.016820580474934038,0.25478232189973615,0.0028858839050131925,0.012697889182058048,0.0032156992084432716,0.002638522427440633,0.002308707124010554,0.003133245382585752,0.5089874670184696,0.6805738786279684,0.67686345646438,0.07148746701846966,0.01508905013192612,0.04147427440633245,0.0009894459102902375,0.0,0.013934696569920845,0.0009069920844327177,0.022344986807387862,0.00016490765171503957,0.0,0.00041226912928759896,0.03825857519788918,0.017645118733509234,0.9808707124010554,0.5172328496042217,0.07684696569920844,0.49323878627968337,0.005936675461741424,0.06134564643799472,0.3470481530343008,0.3534795514511873,0.33641160949868076,0.3407816622691293,0.33451517150395776,0.33311345646437995,0.3311345646437995,0.33451517150395776,0.021602902374670184,0.011213720316622692,0.08929749340369393,0.014841688654353561,0.14561345646437995,0.0066787598944591025,0.09300791556728233,0.020118733509234828,0.020695910290237467,0.009812005277044854,0.012285620052770448,0.0021437994722955144,0.010554089709762533,0.039990105540897096,0.05524406332453826,0.07412598944591028,0.2537104221635884,0.3098614775725594,0.013439973614775726,0.09638852242744063,0.08929749340369393,0.08929749340369393,0.0030507915567282323,0.5275395778364116,0.012615435356200527,0.005606860158311346,0.012285620052770448,0.0,0.0,0.00016490765171503957,0.9566292875989446,0.07198218997361477,0.0728891820580475,0.013934696569920845,0.02020118733509235,0.03941292875989446,0.014841688654353561,0.0006596306068601583,0.10199538258575198,0.5515336411609498,0.0037104221635883903,0.001978891820580475,0.0027209762532981532,1.0
